0; 4
1; 1
2; 1
3; 3
4; 6
5; 3
6; 3
7; 3
8; 8
9; 2
10; 2
11; 2
12; 4
13; 4
14; 5
15; 5
16; 4
17; 8
18; 2
19; 5
20; 5
21; 4
22; 5
23; 5
24; 1
25; 2
26; 9
27; 4
28; 2
29; 4
30; 3
31; 3
32; 4
33; 4
34; 2
35; 3
36; 5
37; 5
38; 4
39; 3
40; 4
41; 4
42; 4
43; 6
44; 5
45; 3
46; 3
47; 2
48; 3
49; 2
50; 5
51; 1
52; 2
53; 2
54; 4
55; 1
56; 5
57; 1
58; 2
59; 3
60; 7
61; 3
62; 3
63; 2
64; 5
65; 5
66; 3
67; 6
68; 3
69; 2
70; 5
71; 0
72; 2
73; 5
74; 2
75; 4
76; 5
77; 3
78; 2
79; 1
80; 0
81; 5
82; 5
83; 4
84; 3
85; 0
86; 4
87; 3
88; 3
89; 1
90; 4
91; 6
92; 7
93; 5
94; 5
95; 3
96; 2
97; 3
98; 3
99; 3
100; 3
101; 4
102; 0
103; 1
104; 2
105; 3
106; 6
107; 4
108; 3
109; 3
110; 9
111; 4
112; 4
113; 4
114; 4
115; 5
116; 4
117; 6
118; 3
119; 5
120; 3
121; 3
122; 3
123; 2
124; 6
125; 2
126; 4
127; 2
128; 5
129; 3
130; 7
131; 7
132; 1
133; 3
134; 3
135; 4
136; 8
137; 3
138; 1
139; 2
140; 3
141; 2
142; 4
143; 3
144; 9
145; 4
146; 4
147; 2
148; 3
149; 5
150; 1
151; 1
152; 5
153; 3
154; 5
155; 4
156; 4
157; 1
158; 2
159; 9
160; 2
161; 3
162; 1
163; 3
164; 3
165; 2
166; 5
167; 6
168; 1
169; 6
170; 2
171; 3
172; 3
173; 4
174; 4
175; 5
176; 1
177; 3
178; 3
179; 2
180; 2
181; 5
182; 3
183; 4
184; 2
185; 6
186; 3
187; 3
188; 5
189; 5
190; 3
191; 6
192; 4
193; 4
194; 3
195; 5
196; 6
197; 5
198; 3
199; 7
200; 2
201; 5
202; 5
203; 1
204; 1
205; 5
206; 5
207; 5
208; 3
209; 2
210; 5
211; 2
212; 7
213; 3
214; 2
215; 4
216; 4
217; 4
218; 7
219; 3
220; 7
221; 3
222; 3
223; 3
224; 6
225; 3
226; 5
227; 4
228; 2
229; 1
230; 6
231; 2
232; 2
233; 2
234; 1
235; 2
236; 2
237; 0
238; 6
239; 4
240; 2
241; 1
242; 5
243; 3
244; 3
245; 2
246; 5
247; 3
248; 2
249; 4
250; 5
251; 2
252; 3
253; 1
254; 6
255; 2
256; 5
257; 0
258; 4
259; 4
260; 2
261; 6
262; 2
263; 2
264; 6
265; 2
266; 4
267; 2
268; 4
269; 3
270; 0
271; 2
272; 8
273; 3
274; 6
275; 6
276; 5
277; 3
278; 2
279; 4
280; 1
281; 3
282; 3
283; 1
284; 8
285; 1
286; 4
287; 4
288; 2
289; 1
290; 2
291; 3
292; 6
293; 2
294; 3
295; 3
296; 4
297; 5
298; 1
299; 7
300; 4
301; 1
302; 3
303; 1
304; 2
305; 5
306; 5
307; 5
308; 3
309; 5
310; 7
311; 5
312; 3
313; 3
314; 5
315; 4
316; 5
317; 4
318; 2
319; 5
320; 4
321; 4
322; 5
323; 5
324; 3
325; 1
326; 5
327; 2
328; 4
329; 2
330; 4
331; 2
332; 3
333; 5
334; 2
335; 6
336; 3
337; 5
338; 4
339; 2
340; 5
341; 4
342; 2
343; 2
344; 1
345; 4
346; 1
347; 4
348; 4
349; 7
350; 2
351; 4
352; 3
353; 4
354; 4
355; 7
356; 8
357; 3
358; 2
359; 5
360; 2
361; 2
362; 3
363; 4
364; 3
365; 4
366; 1
367; 5
368; 3
369; 4
370; 7
371; 1
372; 5
373; 4
374; 4
375; 4
376; 1
377; 3
378; 4
379; 1
380; 3
381; 2
382; 3
383; 1
384; 4
385; 3
386; 4
387; 1
388; 2
389; 4
390; 2
391; 6
392; 4
393; 4
394; 5
395; 2
396; 4
397; 4
398; 6
399; 4
400; 2
401; 5
402; 5
403; 2
404; 2
405; 6
406; 3
407; 5
408; 3
409; 5
410; 8
411; 6
412; 4
413; 2
414; 5
415; 4
416; 4
417; 5
418; 4
419; 5
420; 2
421; 5
422; 4
423; 5
424; 8
425; 1
426; 3
427; 2
