0; 5
1; 4
2; 12
3; 4
4; 5
5; 3
6; 3
7; 8
8; 7
9; 3
10; 5
11; 5
12; 2
13; 1
14; 9
15; 1
16; 4
17; 1
18; 5
19; 2
20; 1
21; 1
22; 4
23; 3
24; 2
25; 2
26; 4
27; 4
28; 0
29; 0
30; 0
31; 0
32; 2
33; 1
34; 1
35; 2
36; 0
37; 1
38; 2
39; 1
40; 1
41; 0
42; 2
43; 4
44; 1
45; 2
46; 3
47; 2
48; 1
49; 1
50; 2
51; 1
52; 2
53; 1
54; 4
55; 1
56; 1
57; 1
58; 0
59; 2
60; 0
61; 2
62; 1
63; 0
64; 11
65; 11
66; 6
67; 10
68; 11
69; 3
70; 5
71; 5
72; 10
73; 8
74; 10
75; 12
76; 10
77; 6
78; 11
79; 13
80; 13
81; 6
82; 13
83; 10
84; 14
85; 9
86; 12
87; 10
88; 7
89; 8
90; 7
91; 13
92; 9
93; 7
94; 9
95; 3
96; 3
97; 7
98; 6
99; 8
100; 4
101; 3
102; 5
103; 3
104; 1
105; 3
106; 1
107; 1
108; 4
109; 1
110; 3
111; 5
112; 6
113; 4
114; 2
115; 7
116; 4
117; 5
118; 1
119; 3
120; 4
121; 4
122; 7
123; 5
124; 0
125; 0
126; 3
127; 2
128; 0
129; 1
130; 3
131; 3
132; 2
133; 2
134; 1
135; 1
136; 2
137; 3
138; 3
139; 1
140; 2
141; 0
142; 2
143; 0
144; 2
145; 0
146; 3
147; 1
148; 1
149; 0
150; 0
151; 1
152; 0
153; 1
154; 1
155; 0
156; 1
157; 1
158; 1
159; 1
160; 0
161; 2
162; 4
163; 0
164; 1
165; 1
166; 1
167; 0
168; 6
169; 4
170; 2
171; 2
172; 4
173; 2
174; 5
175; 4
176; 5
177; 3
178; 3
179; 8
180; 6
181; 7
182; 7
183; 4
184; 5
185; 4
186; 6
187; 5
188; 5
189; 4
190; 5
191; 0
192; 1
193; 2
194; 2
195; 2
196; 1
197; 1
198; 1
199; 4
200; 2
201; 2
202; 2
203; 0
204; 2
205; 0
206; 1
207; 0
208; 0
209; 1
210; 3
211; 3
212; 0
213; 0
214; 0
215; 0
216; 2
217; 2
218; 1
219; 1
220; 0
221; 1
222; 1
223; 1
224; 2
225; 1
226; 1
227; 1
228; 0
229; 1
230; 1
231; 2
232; 0
233; 1
234; 3
235; 3
236; 0
237; 0
238; 0
239; 2
240; 1
241; 0
242; 0
243; 2
244; 0
245; 0
246; 0
247; 0
248; 3
249; 2
250; 1
251; 2
252; 0
253; 0
254; 0
255; 5
256; 4
257; 7
258; 4
259; 6
260; 3
261; 5
262; 3
263; 4
264; 4
265; 5
266; 5
267; 3
268; 10
269; 5
270; 8
271; 5
272; 5
273; 9
274; 6
275; 5
276; 3
277; 3
278; 6
279; 3
280; 3
281; 11
282; 3
283; 4
284; 1
285; 4
286; 6
287; 0
288; 2
289; 5
290; 1
291; 0
292; 1
293; 1
294; 1
295; 1
296; 1
297; 0
298; 3
299; 2
300; 1
301; 0
302; 3
303; 3
304; 4
305; 1
306; 4
307; 3
308; 2
309; 1
310; 1
311; 1
312; 2
313; 1
314; 1
315; 3
316; 0
317; 1
318; 3
319; 3
320; 1
321; 1
322; 1
323; 0
324; 1
325; 0
326; 2
327; 0
328; 1
329; 1
330; 2
331; 2
332; 0
333; 0
334; 1
335; 2
336; 2
337; 0
338; 2
339; 2
340; 0
341; 2
342; 2
343; 1
344; 1
345; 4
346; 6
347; 1
348; 1
349; 1
350; 2
351; 1
352; 3
353; 4
354; 4
355; 4
356; 1
357; 5
358; 3
359; 8
360; 1
361; 2
362; 4
363; 7
364; 5
365; 8
366; 4
367; 8
368; 1
369; 0
370; 1
371; 8
372; 2
373; 5
374; 2
375; 5
376; 2
377; 1
378; 3
379; 2
380; 2
381; 1
382; 1
383; 2
384; 3
385; 1
386; 1
387; 2
388; 1
389; 0
390; 0
391; 1
392; 0
393; 1
394; 1
395; 1
396; 1
397; 0
398; 2
399; 0
400; 1
401; 2
402; 3
403; 1
404; 1
405; 2
406; 0
407; 1
408; 0
409; 2
410; 2
411; 2
412; 1
413; 2
414; 2
415; 4
416; 0
417; 1
418; 2
419; 3
420; 1
421; 1
422; 0
423; 0
424; 0
425; 1
426; 2
427; 0
428; 0
429; 1
430; 0
431; 1
432; 5
433; 4
434; 1
435; 7
436; 1
437; 4
438; 2
439; 2
440; 5
441; 2
442; 5
443; 2
444; 2
445; 3
446; 2
447; 7
448; 9
449; 9
450; 9
451; 8
452; 4
453; 3
454; 5
455; 5
456; 7
457; 6
458; 5
459; 6
460; 4
461; 4
462; 4
463; 5
464; 6
465; 7
466; 8
467; 8
468; 6
469; 7
470; 4
471; 3
472; 0
473; 2
474; 6
475; 9
476; 3
477; 1
478; 5
479; 2
480; 1
481; 2
482; 2
483; 2
484; 0
485; 2
486; 3
487; 2
